city,state,street_address,zipcode,bed,bath,sqft,lotsize,price,hoa_monthly,price_per_sqft,parking_space,year,median_home_price,median_selling_price,mhp_per_sqft,school_district,broker,property_type_condo,property_type_mfd/mobile,property_type_multi-family,property_type_single_family,property_type_townhome
berkeley,CA,1326 blake st,94702,5.0,2.0,1614.0,5702.0,1100000.0,275.0,682.0,1.0,1934.0,1095000.0,1237500.0,860.0,alameda,-,0,0,0,1,0
berkeley,CA,1355 carlotta ave,94703,4.0,3.0,2200.0,3168.0,1749000.0,275.0,795.0,1.0,1918.0,1145000.0,1515000.0,873.0,-,-,0,0,0,1,0
berkeley,CA,1508 stuart st,94703,5.0,3.0,1902.0,5400.0,1349000.0,275.0,709.0,2.0,1921.0,1048000.0,1285000.0,809.0,berkeley (510) 644-6150,-,0,0,1,0,0
berkeley,CA,2322 acton st,94702,4.0,3.0,2242.0,3605.0,1750000.0,275.0,781.0,1.0,1947.0,1095000.0,1237500.0,860.0,-,-,0,0,0,1,0
berkeley,CA,1636 stannage ave,94702,3.0,2.0,1499.0,3300.0,1395000.0,275.0,931.0,1.0,1925.0,1095000.0,1237500.0,860.0,-,compass,0,0,0,1,0
berkeley,CA,2533 dana st,94704,4.0,3.0,2590.0,5580.0,1695000.0,275.0,654.0,2.0,1908.0,1048000.0,1285000.0,809.0,berkeley (510) 644-6150,-,0,0,0,1,0
berkeley,CA,1685 tacoma ave,94707,2.0,2.0,1087.0,3159.0,1350000.0,275.0,1242.0,1.9443037974683544,1925.0,1095000.0,1495000.0,862.0,-,berkeley hills realty,0,0,0,1,0
dublin,CA,7720 donohue dr,94568,3.0,2.0,1116.0,6600.0,1199999.0,275.0,1075.0,2.0,1960.0,1248500.0,1252500.0,807.0,-,-,0,0,0,1,0
dublin,CA,4793 n spago dr,94568,3.0,2.5,2089.0,3783.0,1725000.0,89.0,826.0,2.0,2013.0,2049500.0,2437500.0,772.0,-,-,0,0,0,1,0
dublin,CA,3307 longmeadow pl,94568,4.0,2.5,2366.0,5352.0,1780000.0,86.0,752.0,3.0,2000.0,1288444.0,1195000.0,612.0,-,-,0,0,0,1,0
dublin,CA,7686 arbor creek cir,94568,2.0,1.5,963.0,2313.0,769000.0,210.0,799.0,2.0,1986.0,1599000.0,1437500.0,699.0,-,re/max accord,0,0,0,0,1
dublin,CA,8051 crossridge rd,94568,5.0,2.5,2487.0,5666.0,1649000.0,275.0,663.0,2.0,1988.0,,1350000.0,798.0,-,coldwell banker realty,0,0,0,1,0
dublin,CA,4101 doak ct,94568,4.0,2.5,2009.0,3290.0,1399000.0,155.0,696.0,2.0,2000.0,,1350000.0,798.0,dublin (925) 828-2551,-,0,0,0,1,0
dublin,CA,7527 frederiksen ln,94568,3.0,2.0,1053.0,6504.0,1199000.0,275.0,1139.0,2.0,1964.0,1248500.0,1252500.0,807.0,-,-,0,0,0,1,0
dublin,CA,3592 rocking horse ct,94568,4.0,2.5,2079.0,3230.0,1349000.0,84.0,649.0,2.0,2007.0,,1350000.0,798.0,-,-,0,0,0,1,0
dublin,CA,7919 peppertree rd,94568,4.0,2.0,2016.0,7065.0,1449000.0,275.0,719.0,2.0,1966.0,1599000.0,1437500.0,699.0,-,-,0,0,0,1,0
dublin,CA,4382 sunset view dr,94568,4.0,2.5,2102.0,4003.0,1799000.0,72.0,856.0,2.0,2015.0,,1350000.0,798.0,-,sereno,0,0,0,1,0
dublin,CA,4621 myrtle dr,94568,3.0,3.0,1768.0,4360.0,1479000.0,275.0,837.0,2.0,1997.0,,1350000.0,798.0,alameda,-,0,0,0,1,0
dublin,CA,5708 penwood ln,94568,5.0,3.0,3531.0,7610.0,2288000.0,86.0,648.0,3.0,2000.0,1288444.0,1195000.0,612.0,dublin (925) 828-2551,-,0,0,0,1,0
dublin,CA,7564 kilrush ave,94568,3.0,2.0,1116.0,7531.0,1299999.0,275.0,1165.0,2.0,1962.0,1248500.0,1252500.0,807.0,dublin (925) 828-2551,compass,0,0,0,1,0
dublin,CA,6729 birch ct,94568,3.0,2.0,1434.0,7510.0,1150000.0,275.0,802.0,2.0,1967.0,1199999.0,1250000.0,781.0,dublin (925) 828-2551,-,0,0,0,1,0
dublin,CA,6409 ebensburg ln,94568,4.0,2.5,1830.0,5135.0,1349000.0,275.0,737.0,2.0,1966.0,1199999.0,1250000.0,781.0,-,-,0,0,0,1,0
dublin,CA,7820 gardella dr,94568,3.0,2.0,1116.0,6510.0,1199000.0,275.0,1074.0,2.0,1960.0,1248500.0,1252500.0,807.0,-,compass,0,0,0,1,0
dublin,CA,7431 emerald ave,94568,4.0,2.0,1807.0,6613.0,1199995.0,275.0,664.0,2.0,1973.0,1248500.0,1252500.0,807.0,-,compass,0,0,0,1,0
dublin,CA,6701 elm ct,94568,4.0,2.5,1806.0,6746.0,1350000.0,275.0,748.0,2.0,1967.0,1199999.0,1250000.0,781.0,-,-,0,0,0,1,0
dublin,CA,4308 clarinbridge cir,94568,2.0,2.5,1401.0,0.43,849999.0,357.0,607.0,1.9443037974683544,2003.0,1288444.0,1195000.0,612.0,-,-,1,0,0,0,0
dublin,CA,7860 shady creek rd,94568,4.0,2.5,2040.0,8245.0,1599950.0,275.0,784.0,2.0,1988.0,,1350000.0,798.0,dublin (925) 828-2551,compass,0,0,0,1,0
dublin,CA,11825 dublin green dr,94568,4.0,2.5,1855.0,7088.0,1398000.0,275.0,754.0,2.0,1976.0,1599000.0,1437500.0,699.0,-,-,0,0,0,1,0
dublin,CA,5991 sterling st,94568,4.0,3.0,2451.0,2710.0,1549000.0,160.0,632.0,2.0,2020.0,1512056.0,1185000.0,629.0,-,-,0,0,0,1,0
dublin,CA,7865 tamarack dr,94568,3.0,2.0,1332.0,7014.0,1229000.0,275.0,923.0,2.0,1961.0,1248500.0,1252500.0,807.0,-,-,0,0,0,1,0
dublin,CA,5553 barrel ct,94568,3.0,3.0,2118.0,5426.0,1088000.0,352.0,514.0,1.9443037974683544,2020.0,,1350000.0,798.0,-,-,0,0,0,0,1
dublin,CA,6984 amador valley blvd,94568,3.0,2.0,1249.0,5399.0,750000.0,275.0,600.0,2.0,1968.0,1199999.0,1250000.0,781.0,-,-,0,0,0,1,0
dublin,CA,3450 cydonia ct,94568,3.0,2.5,2199.0,6636.0,1694000.0,80.0,770.0,2.0,2011.0,,1350000.0,798.0,-,-,0,0,0,1,0
dublin,CA,5527 old westbury way,94568,3.0,2.5,1886.0,3765.0,1390000.0,203.0,737.0,2.0,2002.0,,1350000.0,798.0,dublin (925) 828-2551,-,0,0,0,1,0
dublin,CA,8034 brittany dr,94568,5.0,3.0,3000.0,0.24,1799999.0,23.0,600.0,3.0,1988.0,1599000.0,1437500.0,699.0,dublin,-,0,0,0,1,0
dublin,CA,6810 langmuir ln,94568,4.0,2.0,1305.0,6686.0,1075000.0,275.0,824.0,2.0,1964.0,1248500.0,1252500.0,807.0,-,compass,0,0,0,1,0
dublin,CA,6231 sussex dr,94568,3.0,2.5,1396.0,1902.0,945000.0,138.0,677.0,2.0,2002.0,,1350000.0,798.0,-,-,0,0,0,0,1
dublin,CA,5966 lombard st,94568,4.0,2.5,2539.0,2295.0,1499000.0,155.0,590.0,2.0,2019.0,1512056.0,1185000.0,629.0,dublin (925) 828-2551,-,0,0,0,1,0
dublin,CA,8429 locust pl n,94568,4.0,2.5,1664.0,3697.0,1179000.0,50.0,709.0,2.0,1982.0,1248500.0,1252500.0,807.0,dublin unified,-,0,0,0,1,0
dublin,CA,11643 silvergate dr,94568,4.0,2.0,1888.0,7153.0,1390000.0,275.0,736.0,2.0,1968.0,1599000.0,1437500.0,699.0,-,-,0,0,0,1,0
dublin,CA,6816 cedar ln,94568,3.0,1.5,1060.0,5578.0,995000.0,275.0,939.0,2.0,1965.0,1199999.0,1250000.0,781.0,-,-,0,0,0,1,0
dublin,CA,6822 mansfield ave,94568,3.0,2.0,1053.0,8322.0,999995.0,275.0,950.0,2.0,1964.0,1248500.0,1252500.0,807.0,-,compass,0,0,0,1,0
dublin,CA,6773 oak ct,94568,3.0,2.5,1625.0,6575.0,1269000.0,275.0,781.0,2.0,1967.0,1199999.0,1250000.0,781.0,-,-,0,0,0,1,0
dublin,CA,3641 dublin blvd,94568,2.0,2.5,1428.0,0.42,835000.0,357.0,585.0,2.0,2004.0,1288444.0,1195000.0,612.0,alameda,-,1,0,0,0,0
dublin,CA,2527 vinton ave,94568,5.0,3.0,2457.0,5417.0,1988000.0,76.0,809.0,2.0,2015.0,,1350000.0,798.0,dublin (925) 828-2551,-,0,0,0,1,0
dublin,CA,6386 ebensburg ln,94568,3.0,2.0,1260.0,5459.0,1089000.0,275.0,864.0,2.0,1966.0,1199999.0,1250000.0,781.0,-,-,0,0,0,1,0
dublin,CA,3517 rimini ln,94568,3.0,2.5,2887.0,4153.0,1658000.0,195.0,574.0,2.0,2007.0,1288444.0,1195000.0,612.0,-,-,0,0,0,1,0
dublin,CA,4282 sunset view dr,94568,4.0,2.5,2251.0,3895.0,1599000.0,72.0,710.0,2.0,2014.0,,1350000.0,798.0,dublin (925) 828-2551,compass,0,0,0,1,0
dublin,CA,3580 rocking horse ct,94568,3.0,2.5,1775.0,2720.0,1399000.0,82.0,788.0,2.0,2007.0,,1350000.0,798.0,dublin (925) 828-2551,-,0,0,0,1,0
dublin,CA,11403 betlen dr,94568,3.0,2.0,1860.0,0.24,1350000.0,275.0,726.0,2.0,1966.0,1599000.0,1437500.0,699.0,dublin (925) 828-2551,select properties,0,0,0,1,0
dublin,CA,4056 cassata pl,94568,4.0,2.5,2334.0,4484.0,1725000.0,200.0,739.0,2.0,2003.0,,1350000.0,798.0,dublin (925) 828-2551,coldwell banker realty,0,0,0,1,0
dublin,CA,6885 brighton dr,94568,3.0,2.0,1288.0,6501.0,1075000.0,275.0,835.0,1.0,1965.0,1248500.0,1252500.0,807.0,dublin unified,-,0,0,0,1,0
dublin,CA,6653 spruce ln,94568,3.0,2.0,1280.0,5398.0,975000.0,275.0,762.0,2.0,1966.0,1199999.0,1250000.0,781.0,dublin unified,-,0,0,0,1,0
fremont,CA,38345 blacow rd,94536,4.0,2.0,1607.0,8698.0,1350000.0,21.0,840.0,2.0,1959.0,1580000.0,1370000.0,876.0,fremont (510) 657-2350,berkshire hathaway homeservices drysdale properties,0,0,0,1,0
fremont,CA,4762 driftwood dr,94536,3.0,2.0,1167.0,5580.0,1199000.0,275.0,1027.0,2.0,1955.0,784990.0,860000.0,735.0,alameda,-,0,0,0,1,0
fremont,CA,5322 tallman ct,94536,4.0,2.0,1635.0,0.27,1559950.0,25.0,954.0,2.0,1963.0,1580000.0,1370000.0,876.0,alameda,-,0,0,0,1,0
fremont,CA,45009 challenge cmn unit 200,94538,2.0,2.0,1279.0,9498.0,950000.0,487.0,743.0,1.0,2020.0,1458888.0,1765000.0,722.0,-,-,1,0,0,0,0
fremont,CA,36345 frobisher dr,94536,4.0,2.0,1599.0,6609.0,1200000.0,275.0,750.0,2.0,1956.0,1195000.0,1215000.0,771.0,-,-,0,0,0,1,0
fremont,CA,38275 ballard dr,94536,5.0,3.0,2425.0,8250.0,1998000.0,25.0,824.0,2.0,1960.0,1580000.0,1370000.0,876.0,-,coldwell banker realty,0,0,0,1,0
fremont,CA,3777 oxford cmn,94536,2.0,1.5,1024.0,792.0,745000.0,295.0,728.0,1.9443037974683544,1973.0,784990.0,860000.0,735.0,-,-,0,0,0,0,1
fremont,CA,37490 parish cir unit 19e,94536,2.0,2.0,942.0,2.84,649000.0,310.0,689.0,1.0,1989.0,784990.0,860000.0,735.0,-,-,1,0,0,0,0
fremont,CA,41004 genesis cmn,94538,3.0,2.5,1662.0,1025.0,1099900.0,282.0,662.0,2.0,2018.0,1199800.0,1350000.0,797.0,-,coldwell banker realty,0,0,0,0,1
fremont,CA,42124 camino santa barbara,94539,4.0,2.0,1750.0,8740.0,1999900.0,275.0,1143.0,2.0,1963.0,1998000.0,2210000.0,1046.0,-,coldwell banker realty,0,0,0,1,0
fremont,CA,3856 carol ave,94538,4.0,3.0,1586.0,5004.0,1599900.0,275.0,1009.0,2.0,1954.0,1199800.0,1350000.0,797.0,fremont (510) 657-2350,legacy real estate & assoc.,0,0,0,1,0
fremont,CA,34152 audrey ct,94555,4.0,2.5,1717.0,5593.0,1899999.0,275.0,1107.0,2.0,1986.0,1490000.0,1395000.0,919.0,alameda,-,0,0,0,1,0
fremont,CA,47850 masters ct,94539,4.0,3.0,1821.0,7920.0,1799900.0,275.0,988.0,2.0,1963.0,788000.0,1650000.0,794.0,fremont (510) 657-2350,legacy real estate & assoc.,0,0,0,1,0
fremont,CA,3207 kemper rd,94536,4.0,2.0,1708.0,6930.0,1725000.0,275.0,1010.0,2.0,1973.0,1591500.0,1537000.0,943.0,-,compass,0,0,0,1,0
fremont,CA,37149 dondero way,94536,4.0,3.0,1296.0,5429.0,1098888.0,275.0,848.0,1.9443037974683544,1952.0,784990.0,860000.0,735.0,-,-,0,0,0,1,0
fremont,CA,3501 birchwood ter apt 312,94536,2.0,2.0,988.0,243.0,579900.0,548.0,587.0,1.9443037974683544,1984.0,784990.0,860000.0,735.0,-,coldwell banker realty,1,0,0,0,0
fremont,CA,4957 eggers dr,94536,4.0,2.0,1907.0,9600.0,1700000.0,25.0,891.0,2.0,1954.0,1580000.0,1370000.0,876.0,-,compass,0,0,0,1,0
fremont,CA,244 scotia ct,94539,4.0,3.0,3168.0,8368.0,3098888.0,275.0,978.0,3.0,1989.0,1890000.0,1550000.0,925.0,-,-,0,0,0,1,0
fremont,CA,3850 great salt lake ct,94555,3.0,2.5,1335.0,3988.0,1199000.0,275.0,898.0,2.0,1978.0,1799000.0,1286000.0,965.0,fremont unified,-,0,0,0,1,0
fremont,CA,34249 xanadu ter,94555,4.0,2.5,1812.0,3377.0,1799950.0,33.0,993.0,2.0,1989.0,1490000.0,1395000.0,919.0,fremont (510) 657-2350,-,0,0,0,1,0
fremont,CA,38912 cherry glen cmn,94536,2.0,2.0,1168.0,0.52,749000.0,426.0,641.0,1.0,1987.0,959500.0,952000.0,745.0,fremont (510) 657-2350,-,1,0,0,0,0
fremont,CA,2106 kalenda cmn,94539,3.0,2.0,1411.0,1220.0,1100000.0,350.0,780.0,2.0,1972.0,1875000.0,2050000.0,1022.0,fremont (510) 657-2350,coldwell banker realty,0,0,0,0,1
fremont,CA,36001 cabrillo dr,94536,3.0,2.0,1148.0,5600.0,1150000.0,275.0,1002.0,2.0,1957.0,1195000.0,1215000.0,771.0,fremont (510) 657-2350,-,0,0,0,1,0
fremont,CA,3878 scamman ct,94538,4.0,3.0,1695.0,5001.0,1789888.0,275.0,1056.0,2.0,1954.0,1199800.0,1350000.0,797.0,fremont (510) 657-2350,-,0,0,0,1,0
fremont,CA,4881 bryce canyon park dr,94538,3.0,2.0,1347.0,5900.0,1399000.0,275.0,1039.0,2.0,1963.0,1398888.0,1537500.0,907.0,fremont unified,redfin,0,0,0,1,0
fremont,CA,37405 gillett rd,94536,4.0,3.0,2196.0,4853.0,1940000.0,275.0,883.0,2.0,2000.0,784990.0,860000.0,735.0,alameda,-,0,0,0,1,0
fremont,CA,1540 skelton ct,94536,4.0,2.0,2325.0,0.25,1798888.0,275.0,774.0,2.0,1977.0,1259900.0,1200000.0,809.0,-,compass,0,0,0,1,0
fremont,CA,4825 valpey park ave,94538,4.0,2.0,1551.0,5900.0,1488888.0,275.0,960.0,2.0,1962.0,1398888.0,1537500.0,907.0,-,compass,0,0,0,1,0
fremont,CA,36952 nichols ave,94536,4.0,2.5,2357.0,6615.0,1890000.0,275.0,802.0,2.0,1997.0,1490000.0,1111500.0,795.0,-,-,0,0,0,1,0
fremont,CA,4402 sacramento ave,94538,4.0,2.0,1252.0,6001.0,1090000.0,275.0,871.0,2.0,1961.0,1200000.0,1150000.0,775.0,-,-,0,0,0,1,0
fremont,CA,33971 milton st,94555,2.0,2.0,985.0,1.45,650000.0,330.0,660.0,1.9443037974683544,1986.0,1546500.0,1562500.0,891.0,-,-,1,0,0,0,0
fremont,CA,38635 drexel ct,94536,4.0,2.5,2572.0,0.27,2188800.0,25.0,851.0,3.0,1961.0,1580000.0,1370000.0,876.0,-,coldwell banker realty,0,0,0,1,0
fremont,CA,3785 cardinal ter,94555,2.0,2.5,1407.0,2704.0,1070000.0,260.0,760.0,2.0,1988.0,1546500.0,1562500.0,891.0,fremont (510) 657-2350,coldwell banker realty,0,0,0,0,1
fremont,CA,4223 tanager ter,94555,3.0,2.5,1637.0,2654.0,1150000.0,265.0,703.0,2.0,1985.0,1546500.0,1562500.0,891.0,fremont (510) 657-2350,legacy real estate &associates,0,0,0,0,1
fremont,CA,178 emory cmn,94539,4.0,3.0,2375.0,4000.0,2248000.0,200.0,947.0,2.0,2016.0,1998000.0,2210000.0,1046.0,fremont unified,-,0,0,0,1,0
fremont,CA,40689 canyon heights dr,94539,4.0,2.0,1708.0,6981.0,2299000.0,275.0,1346.0,2.0,1975.0,1875000.0,2050000.0,1022.0,fremont (510) 657-2350,coldwell banker realty,0,0,0,1,0
fremont,CA,41031 valero dr,94539,3.0,2.0,1389.0,4800.0,1498000.0,41.0,1078.0,2.0,1972.0,1875000.0,2050000.0,1022.0,fremont unified,-,0,0,0,1,0
fremont,CA,5615 greeley pl,94538,3.0,2.0,1108.0,5974.0,1350000.0,275.0,1218.0,2.0,1966.0,1299000.0,1333000.0,872.0,-,-,0,0,0,1,0
fremont,CA,3277 greenwood dr,94536,3.0,1.5,1803.0,9177.0,1269800.0,275.0,704.0,1.0,1951.0,784990.0,860000.0,735.0,-,-,0,0,0,1,0
fremont,CA,3125 saxon ct,94555,5.0,3.0,1746.0,6003.0,1695000.0,275.0,971.0,2.0,1971.0,1546500.0,1562500.0,891.0,fremont (510) 657-2350,better homes and gardens real estate reliance partners,0,0,0,1,0
fremont,CA,48977 manna grass ter,94539,4.0,3.0,2006.0,2696.0,1838800.0,99.0,917.0,2.0,2008.0,1458888.0,1765000.0,722.0,-,-,0,0,0,1,0
fremont,CA,40535 verne st,94538,3.0,2.0,1457.0,6041.0,1590000.0,275.0,1091.0,2.0,1960.0,1289000.0,1460000.0,983.0,-,coldwell banker realty,0,0,0,1,0
